Organization,date,rating_max,rating_max_max,diff
DeepSeek,20250217,1361.4706455955147,1402.237025188755,-40.766379593240345
DeepSeek,20250221,1361.8593855228855,1403.1097176988503,-41.250332175964786
DeepSeek,20250227,1362.6585823066584,1403.4550352813053,-40.796452974646854
DeepSeek,20250303,1362.9151529699084,1411.5470385735089,-48.631885603600495
DeepSeek,20250311,1361.0392475602305,1406.6043132437896,-45.56506568355917
DeepSeek,20250315,1359.7369863723152,1405.9700620095723,-46.233075637257116
DeepSeek,20250317,1359.6880164498286,1406.142956265074,-46.454939815245325
DeepSeek,20250320,1359.720442654483,1404.0372650160534,-44.31682236157053
DeepSeek,20250325,1359.5506201323335,1443.2684762576891,-83.71785612535564
DeepSeek,20250326,1359.5173378545485,1442.9589925419386,-83.44165468739016
DeepSeek AI,20240202,983.7742535456014,1185.0242535070245,-201.2499999614231
DeepSeek AI,20240215,1003.334946755922,1187.8907744246449,-184.55582766872283
DeepSeek AI,20240305,1011.4029045943528,1206.0258696021788,-194.622965007826
DeepSeek AI,20240307,1008.0073839282664,1211.4484591782004,-203.441075249934
DeepSeek AI,20240313,1008.0073839282664,1192.3879927185628,-184.38060879029638
DeepSeek AI,20240326,1007.424739041974,1170.1134953934936,-162.6887563515196
DeepSeek AI,20240327,1074.857716457415,1253.5558630630308,-178.69814660561565
DeepSeek AI,20240403,1076.2093846022158,1255.9136160403054,-179.70423143808966
DeepSeek AI,20240409,1078.7571002836094,1255.8232577594238,-177.0661574758144
DeepSeek AI,20240410,1079.0537921881255,1255.912690510752,-176.8588983226266
DeepSeek AI,20240411,1079.3785317264967,1260.7410988821052,-181.36256715560853
DeepSeek AI,20240413,1079.4518759223365,1259.5083527473555,-180.056476825019
DeepSeek AI,20240418,1079.4256665494104,1258.3213973971626,-178.89573084775225
DeepSeek AI,20240419,1079.4033354437356,1258.8236517153468,-179.42031627161123
DeepSeek AI,20240422,1079.2911944904645,1258.8651046852444,-179.57391019477996
DeepSeek AI,20240426,1079.4218215299247,1257.3994068657073,-177.97758533578258
DeepSeek AI,20240501,1079.7362777221456,1258.8152791324717,-179.0790014103261
DeepSeek AI,20240508,1079.6555686499069,1257.634537277757,-177.97896862785024
DeepSeek AI,20240515,1079.911635716414,1289.1649796223994,-209.2533439059855
DeepSeek AI,20240516,1079.883305848403,1287.0545165170488,-207.1712106686457
DeepSeek AI,20240519,1079.9523484282254,1286.6349805191508,-206.68263209092538
DeepSeek AI,20240520,1080.0700582831812,1286.7607663626156,-206.69070807943444
DeepSeek AI,20240527,1077.0162796275438,1287.105368804916,-210.08908917737222
DeepSeek AI,20240602,1076.959878164373,1286.724442487022,-209.764564322649
DeepSeek AI,20240606,1076.9900127927476,1286.793605081983,-209.80359228923544
DeepSeek AI,20240611,1076.9220326232175,1286.615493266081,-209.69346064286356
DeepSeek AI,20240617,1076.9785699885497,1286.877192983147,-209.89862299459742
DeepSeek AI,20240621,1178.9650989271229,1286.6621224244868,-107.69702349736394
DeepSeek AI,20240623,1178.5272209848654,1287.2995138080096,-108.7722928231442
DeepSeek AI,20240626,1177.166690390164,1286.9992710588658,-109.8325806687019
DeepSeek AI,20240629,1178.7644491356205,1287.0196469719676,-108.25519783634718
DeepSeek AI,20240706,1179.263418278497,1287.3959975556716,-108.1325792771745
DeepSeek AI,20240708,1178.5281042016468,1287.4660504645813,-108.93794626293447
DeepSeek AI,20240716,1221.6774747778434,1286.89343680061,-65.21596202276669
DeepSeek AI,20240722,1221.8345948695492,1286.7526639333005,-64.91806906375132
DeepSeek AI,20240725,1220.9586348739872,1286.72314411263,-65.76450923864286
DeepSeek AI,20240730,1220.9970529920738,1286.0654503209348,-65.06839732886101
DeepSeek AI,20240731,1220.7413386222347,1286.050441617469,-65.3091029952343
DeepSeek AI,20240801,1220.534233967399,1299.7491676177356,-79.21493365033666
DeepSeek AI,20240805,1220.301634520392,1299.2243863203976,-78.92275180000547
DeepSeek AI,20240806,1220.6311819161178,1299.424778650532,-78.79359673441422
DeepSeek AI,20240813,1217.798208834769,1313.5454668908842,-95.74725805611524
DeepSeek AI,20240822,1219.0962446642488,1316.7861206214911,-97.6898759572423
DeepSeek AI,20240823,1219.159112160385,1316.8023351337524,-97.64322297336753
DeepSeek AI,20240827,1219.053965637138,1316.1231754354546,-97.0692097983167
DeepSeek AI,20240828,1219.193631934411,1316.1559008799543,-96.9622689455432
DeepSeek AI,20240904,1219.0517414488304,1315.6201862465268,-96.56844479769643
DeepSeek AI,20240915,1219.1321837950757,1336.1025293518214,-116.97034555674577
DeepSeek AI,20240917,1219.2292188329582,1355.2309449872544,-136.0017261542962
DeepSeek AI,20240927,1219.4258339595035,1339.0830729150762,-119.65723895557267
DeepSeek AI,20241007,1219.364167353748,1338.2515483211362,-118.88738096738825
DeepSeek AI,20241015,1219.4265183931934,1339.07837805003,-119.65185965683668
DeepSeek AI,20241023,1219.4454523976517,1340.2356888916693,-120.79023649401756
DeepSeek AI,20241028,1219.3634021200528,1340.1561178918114,-120.7927157717586
DeepSeek AI,20241104,1219.4048408171298,1340.1765148323448,-120.77167401521501
DeepSeek AI,20241112,1219.4228147094666,1340.1350821631534,-120.71226745368676
DeepSeek AI,20241113,1219.494686409303,1344.1632885393035,-124.66860213000041
DeepSeek AI,20241120,1219.4152992546478,1361.3348553306314,-141.91955607598356
DeepSeek AI,20241121,1219.438816991502,1365.36671090733,-145.92789391582778
DeepSeek AI,20241122,1219.5079330576214,1365.313326638311,-145.80539358068972
DeepSeek AI,20241201,1219.4240054968086,1366.0708398859188,-146.64683438911015
DeepSeek AI,20241205,1219.383835483345,1379.38160842967,-159.99777294632509
DeepSeek AI,20241210,1219.4151793220706,1376.7849461246587,-157.36976680258817
DeepSeek AI,20241215,1219.5956482480192,1373.5123129166277,-153.91666466860852
DeepSeek AI,20241218,1219.6393967313952,1372.4524723971635,-152.81307566576834
DeepSeek AI,20241222,1219.4969287012343,1371.8168354408217,-152.3199067395874
DeepSeek AI,20241230,1219.6384303115628,1373.4593976638484,-153.8209673522856
DeepSeek AI,20250105,1219.7639258031354,1374.203561220555,-154.4396354174196
DeepSeek AI,20250115,1219.7275020313575,1373.7231773717144,-153.9956753403569
DeepSeek AI,20250119,1219.72567718635,1374.2399172343833,-154.51424004803334
DeepSeek AI,20250121,1219.7025181251802,1380.4142304412765,-160.71171231609628
DeepSeek AI,20250122,1219.7025181251802,1380.4142304412765,-160.71171231609628
DeepSeek AI,20250124,1219.7399237475406,1381.797608931306,-162.05768518376544
DeepSeek AI,20250128,1219.8296323666946,1381.9950998330671,-162.16546746637255
DeepSeek AI,20250203,1219.8114842859643,1383.5345465690066,-163.72306228304228
DeepSeek AI,20250205,1219.829426390138,1383.834545551439,-164.00511916130108
DeepSeek AI,20250206,1219.8807292201536,1383.2100734039186,-163.329344183765
DeepSeek AI,20250209,1219.792776326632,1384.2258425332157,-164.4330662065836
DeepSeek AI,20250211,1219.8259224971116,1383.920549101504,-164.0946266043925
DeepSeek AI,20250214,1219.8133016869033,1384.63146356482,-164.81816187791674
DeepSeek AI,20250217,1219.845549384159,1402.237025188755,-182.39147580459598
DeepSeek AI,20250221,1219.785333140086,1403.1097176988503,-183.32438455876422
DeepSeek AI,20250227,1219.5912504036503,1403.4550352813053,-183.863784877655
DeepSeek AI,20250303,1219.7336442556204,1411.5470385735089,-191.81339431788842
DeepSeek AI,20250311,1219.652351753773,1406.6043132437896,-186.95196149001663
DeepSeek AI,20250315,1219.516349149455,1405.9700620095723,-186.45371286011732
DeepSeek AI,20250317,1219.5066400944352,1406.142956265074,-186.6363161706388
DeepSeek AI,20250320,1219.5753517953726,1404.0372650160534,-184.4619132206808
DeepSeek AI,20250325,1219.5423403106977,1443.2684762576891,-223.72613594699146
DeepSeek AI,20250326,1219.5621634449103,1442.9589925419386,-223.39682909702833
Google,20230522,1041.849630876554,1224.5665483232208,-182.71691744666668
Google,20230619,1035.9912042195533,1148.811728998083,-112.82052477852972
Google,20230717,988.9676307741436,1200.7036710873972,-211.73604031325362
Google,20230802,976.7956803429162,1204.068009755004,-227.27232941208774
Google,20230905,981.4451886423194,1204.068009755004,-222.6228211126845
Google,20231002,977.0276456141496,1203.747314417359,-226.7196688032093
Google,20231108,992.6435034369706,1137.0639954374349,-144.42049200046426
Google,20231116,971.0620312641915,1194.612622476018,-223.5505912118265
Google,20231206,973.2936725320463,1199.9728429409397,-226.67917040889336
Google,20231215,1072.9599473060216,1228.2589125567551,-155.29896525073354
Google,20231220,1037.9064206249302,1224.17800278768,-186.27158216274984
Google,20240109,1079.4376378898971,1184.4213902147933,-104.98375232489616
Google,20240118,1056.2315389701591,1195.3746851356248,-139.14314616546562
Google,20240125,1181.9531585927866,1189.1909177910618,-7.237759198275171
Google,20240202,1157.7501884490775,1185.0242535070245,-27.274065057946927
Google,20240215,1090.4028031579614,1187.8907744246449,-97.48797126668342
Google,20240305,1108.5908624596482,1206.0258696021788,-97.4350071425306
Google,20240307,1096.517976623679,1211.4484591782004,-114.9304825545214
Google,20240313,1096.517976623679,1192.3879927185628,-95.8700160948838
Google,20240326,1094.7101326860093,1170.1134953934936,-75.40336270748435
Google,20240327,1203.533591532051,1253.5558630630308,-50.02227153097965
Google,20240403,1206.2106340468474,1255.9136160403054,-49.702981993458025
Google,20240409,1207.8595334678996,1255.8232577594238,-47.96372429152416
Google,20240410,1208.277642032598,1255.912690510752,-47.635048478154204
Google,20240411,1208.6042510077486,1260.7410988821052,-52.13684787435659
Google,20240413,1208.6413431591463,1259.5083527473555,-50.86700958820916
Google,20240418,1208.6322746151736,1258.3213973971626,-49.689122781989
Google,20240419,1208.578631542725,1258.8236517153468,-50.245020172621935
Google,20240422,1208.4457639946645,1258.8651046852444,-50.41934069057993
Google,20240426,1247.6625075974985,1257.3994068657073,-9.736899268208845
Google,20240501,1249.6183945401244,1258.8152791324717,-9.19688459234726
Google,20240508,1248.8897587467318,1257.634537277757,-8.744778531025304
Google,20240515,1247.965537226065,1289.1649796223994,-41.19944239633446
Google,20240516,1247.9012962854715,1287.0545165170488,-39.15322023157728
Google,20240519,1247.8553123222714,1286.6349805191508,-38.779668196879356
Google,20240520,1247.8261158267385,1286.7607663626156,-38.934650535877154
Google,20240527,1267.9230483038357,1287.105368804916,-19.182320501080312
Google,20240602,1266.621911211363,1286.724442487022,-20.102531275658976
Google,20240606,1266.9013048163597,1286.793605081983,-19.892300265623362
Google,20240611,1267.4120148125476,1286.615493266081,-19.203478453533535
Google,20240617,1266.9896216351185,1286.877192983147,-19.887571348028587
Google,20240621,1267.0996763835376,1286.6621224244868,-19.562446040949226
Google,20240623,1266.9996026854146,1287.2995138080096,-20.29991112259495
Google,20240626,1267.2762783435842,1286.9992710588658,-19.722992715281634
Google,20240629,1266.3052105605984,1287.0196469719676,-20.714436411369206
Google,20240706,1267.1343270317657,1287.3959975556716,-20.261670523905877
Google,20240708,1266.879857568745,1287.4660504645813,-20.586192895836348
Google,20240716,1266.8549791123423,1286.89343680061,-20.038457688267727
Google,20240722,1266.7097987974598,1286.7526639333005,-20.042865135840657
Google,20240725,1266.3476049032647,1286.72314411263,-20.375539209365343
Google,20240730,1266.5476520194234,1286.0654503209348,-19.517798301511448
Google,20240731,1266.43353171253,1286.050441617469,-19.616909904938893
Google,20240801,1299.7491676177356,1299.7491676177356,0.0
Google,20240805,1299.2243863203976,1299.2243863203976,0.0
Google,20240806,1299.424778650532,1299.424778650532,0.0
Google,20240813,1296.5227270597202,1313.5454668908842,-17.022739831164017
Google,20240822,1298.222991290707,1316.7861206214911,-18.56312933078425
Google,20240823,1298.481745029172,1316.8023351337524,-18.320590104580333
Google,20240827,1300.9973916778315,1316.1231754354546,-15.12578375762314
Google,20240828,1300.8583398843484,1316.1559008799543,-15.297560995605863
Google,20240904,1300.0378552235609,1315.6201862465268,-15.582331022965946
Google,20240915,1298.766952403044,1336.1025293518214,-37.33557694877754
Google,20240917,1298.9454956063469,1355.2309449872544,-56.285449380907494
Google,20240927,1299.0783129039164,1339.0830729150762,-40.00476001115976
Google,20241007,1303.6696019988046,1338.2515483211362,-34.58194632233153
Google,20241015,1304.608309464033,1339.07837805003,-34.47006858599707
Google,20241023,1303.0387714730268,1340.2356888916693,-37.19691741864244
Google,20241028,1303.092711929521,1340.1561178918114,-37.06340596229029
Google,20241104,1301.0830527279654,1340.1765148323448,-39.09346210437934
Google,20241112,1301.1539835922651,1340.1350821631534,-38.98109857088821
Google,20241113,1344.1632885393035,1344.1632885393035,0.0
Google,20241120,1343.3135963057575,1361.3348553306314,-18.02125902487387
Google,20241121,1365.36671090733,1365.36671090733,0.0
Google,20241122,1365.313326638311,1365.313326638311,0.0
Google,20241201,1363.9513213823293,1366.0708398859188,-2.119518503589461
Google,20241205,1379.38160842967,1379.38160842967,0.0
Google,20241210,1376.7849461246587,1376.7849461246587,0.0
Google,20241215,1373.5123129166277,1373.5123129166277,0.0
Google,20241218,1372.4524723971635,1372.4524723971635,0.0
Google,20241222,1371.8168354408217,1371.8168354408217,0.0
Google,20241230,1373.4593976638484,1373.4593976638484,0.0
Google,20250105,1374.203561220555,1374.203561220555,0.0
Google,20250115,1373.7231773717144,1373.7231773717144,0.0
Google,20250119,1374.2399172343833,1374.2399172343833,0.0
Google,20250121,1380.4142304412765,1380.4142304412765,0.0
Google,20250122,1380.4142304412765,1380.4142304412765,0.0
Google,20250124,1381.797608931306,1381.797608931306,0.0
Google,20250128,1381.9950998330671,1381.9950998330671,0.0
Google,20250203,1383.5345465690066,1383.5345465690066,0.0
Google,20250205,1383.834545551439,1383.834545551439,0.0
Google,20250206,1383.2100734039186,1383.2100734039186,0.0
Google,20250209,1384.2258425332157,1384.2258425332157,0.0
Google,20250211,1383.920549101504,1383.920549101504,0.0
Google,20250214,1384.63146356482,1384.63146356482,0.0
Google,20250217,1384.7885291960129,1402.237025188755,-17.44849599274221
Google,20250221,1385.4769899745445,1403.1097176988503,-17.632727724305823
Google,20250227,1384.5897833863046,1403.4550352813053,-18.86525189500071
Google,20250303,1384.3760830866709,1411.5470385735089,-27.17095548683801
Google,20250311,1383.822789176698,1406.6043132437896,-22.781524067091595
Google,20250315,1382.9628814566552,1405.9700620095723,-23.007180552917134
Google,20250317,1383.106863040323,1406.142956265074,-23.036093224750857
Google,20250320,1382.1860253212149,1404.0372650160534,-21.85123969483857
Google,20250325,1443.2684762576891,1443.2684762576891,0.0
Google,20250326,1442.9589925419386,1442.9589925419386,0.0
HuggingFace,20231108,1039.17269644981,1137.0639954374349,-97.89129898762485
HuggingFace,20231116,1051.592472024808,1194.612622476018,-143.02015045120993
HuggingFace,20231206,1025.7970621813056,1199.9728429409397,-174.1757807596341
HuggingFace,20231215,1001.4214235630976,1228.2589125567551,-226.83748899365753
HuggingFace,20231220,1001.4214235630976,1224.17800278768,-222.75657922458242
HuggingFace,20240109,1001.4738778575723,1184.4213902147933,-182.94751235722094
HuggingFace,20240118,1001.4738885773196,1195.3746851356248,-193.90079655830516
HuggingFace,20240125,1001.9159742369754,1189.1909177910618,-187.27494355408635
HuggingFace,20240202,1001.4925848666996,1185.0242535070245,-183.53166864032482
HuggingFace,20240215,1001.5033486909772,1187.8907744246449,-186.38742573366767
HuggingFace,20240305,1001.503347851548,1206.0258696021788,-204.52252175063074
HuggingFace,20240307,1001.5161883198978,1211.4484591782004,-209.93227085830267
HuggingFace,20240313,1001.5161883198978,1192.3879927185628,-190.87180439866506
HuggingFace,20240326,1002.6781285565849,1170.1134953934936,-167.43536683690877
HuggingFace,20240327,1047.4196775130567,1253.5558630630308,-206.13618554997402
HuggingFace,20240403,1048.9012298422183,1255.9136160403054,-207.01238619808714
HuggingFace,20240409,1051.6572445926922,1255.8232577594238,-204.16601316673155
HuggingFace,20240410,1052.0168236909758,1255.912690510752,-203.8958668197763
HuggingFace,20240411,1052.435599398885,1260.7410988821052,-208.30549948322027
HuggingFace,20240413,1052.7319461714355,1259.5083527473555,-206.77640657591996
HuggingFace,20240418,1127.250586140981,1258.3213973971626,-131.0708112561815
HuggingFace,20240419,1126.422096973021,1258.8236517153468,-132.40155474232574
HuggingFace,20240422,1126.592303516137,1258.8651046852444,-132.27280116910742
HuggingFace,20240426,1124.6775154474358,1257.3994068657073,-132.72189141827153
HuggingFace,20240501,1128.8163366984966,1258.8152791324717,-129.99894243397512
HuggingFace,20240508,1129.3170765367483,1257.634537277757,-128.31746074100874
HuggingFace,20240515,1128.8008619514233,1289.1649796223994,-160.36411767097616
HuggingFace,20240516,1128.7665230018888,1287.0545165170488,-158.28799351516
HuggingFace,20240519,1128.7195508129469,1286.6349805191508,-157.9154297062039
HuggingFace,20240520,1128.7091658102806,1286.7607663626156,-158.051600552335
HuggingFace,20240527,1127.0001994237148,1287.105368804916,-160.10516938120122
HuggingFace,20240602,1126.9982316819112,1286.724442487022,-159.7262108051109
HuggingFace,20240606,1127.1270685183522,1286.793605081983,-159.66653656363087
HuggingFace,20240611,1127.0403276668098,1286.615493266081,-159.57516559927126
HuggingFace,20240617,1127.1319510221892,1286.877192983147,-159.74524196095786
HuggingFace,20240621,1127.1468843501334,1286.6621224244868,-159.51523807435342
HuggingFace,20240623,1127.065106251051,1287.2995138080096,-160.23440755695856
HuggingFace,20240626,1127.0449241577653,1286.9992710588658,-159.9543469011005
HuggingFace,20240629,1126.5085620539217,1287.0196469719676,-160.51108491804598
HuggingFace,20240706,1127.2551973009688,1287.3959975556716,-160.14080025470275
HuggingFace,20240708,1127.3931170164035,1287.4660504645813,-160.07293344817776
HuggingFace,20240716,1127.0714057687835,1286.89343680061,-159.82203103182655
HuggingFace,20240722,1127.2372563579393,1286.7526639333005,-159.51540757536122
HuggingFace,20240725,1127.2173672510314,1286.72314411263,-159.50577686159863
HuggingFace,20240730,1127.237157998951,1286.0654503209348,-158.82829232198378
HuggingFace,20240731,1127.1401293615932,1286.050441617469,-158.91031225587585
HuggingFace,20240801,1127.1372771126544,1299.7491676177356,-172.6118905050812
HuggingFace,20240805,1127.079766470627,1299.2243863203976,-172.1446198497706
HuggingFace,20240806,1127.1420121231165,1299.424778650532,-172.28276652741556
HuggingFace,20240813,1127.4729586399044,1313.5454668908842,-186.0725082509798
HuggingFace,20240822,1127.3737802602996,1316.7861206214911,-189.41234036119158
HuggingFace,20240823,1127.3914089060406,1316.8023351337524,-189.4109262277118
HuggingFace,20240827,1127.3952304781255,1316.1231754354546,-188.7279449573291
HuggingFace,20240828,1127.4006047155513,1316.1559008799543,-188.75529616440303
HuggingFace,20240904,1127.188325180504,1315.6201862465268,-188.43186106602275
HuggingFace,20240915,1127.2001594292333,1336.1025293518214,-208.90236992258815
HuggingFace,20240917,1127.4847444872105,1355.2309449872544,-227.74620050004387
HuggingFace,20240927,1127.5320807057528,1339.0830729150762,-211.55099220932334
HuggingFace,20241007,1127.8425348247474,1338.2515483211362,-210.40901349638875
HuggingFace,20241015,1127.6008606862906,1339.07837805003,-211.47751736373948
HuggingFace,20241023,1127.563819693882,1340.2356888916693,-212.67186919778737
HuggingFace,20241028,1127.4815284639965,1340.1561178918114,-212.6745894278149
HuggingFace,20241104,1127.2478877933158,1340.1765148323448,-212.92862703902892
HuggingFace,20241112,1127.2537461959962,1340.1350821631534,-212.88133596715716
HuggingFace,20241113,1127.1843648939969,1344.1632885393035,-216.97892364530662
HuggingFace,20241120,1126.992939813054,1361.3348553306314,-234.3419155175775
HuggingFace,20241121,1126.988318566417,1365.36671090733,-238.3783923409128
HuggingFace,20241122,1127.009850959993,1365.313326638311,-238.30347567831814
HuggingFace,20241201,1126.856762037812,1366.0708398859188,-239.21407784810685
HuggingFace,20241205,1126.889665139936,1379.38160842967,-252.49194328973408
HuggingFace,20241210,1126.9270538529552,1376.7849461246587,-249.85789227170358
HuggingFace,20241215,1127.2522358915369,1373.5123129166277,-246.26007702509082
HuggingFace,20241218,1127.3303174774142,1372.4524723971635,-245.1221549197494
HuggingFace,20241222,1126.9373224796946,1371.8168354408217,-244.87951296112715
HuggingFace,20241230,1127.33062540191,1373.4593976638484,-246.12877226193837
HuggingFace,20250105,1127.4005896888125,1374.203561220555,-246.80297153174251
HuggingFace,20250115,1127.1628539610992,1373.7231773717144,-246.56032341061518
HuggingFace,20250119,1127.25028068823,1374.2399172343833,-246.98963654615318
HuggingFace,20250121,1127.2018050485085,1380.4142304412765,-253.21242539276795
HuggingFace,20250122,1127.2018050485085,1380.4142304412765,-253.21242539276795
HuggingFace,20250124,1127.0546508086331,1381.797608931306,-254.74295812267292
HuggingFace,20250128,1127.238888114701,1381.9950998330671,-254.7562117183661
HuggingFace,20250203,1127.2556671065445,1383.5345465690066,-256.2788794624621
HuggingFace,20250205,1127.1372790837545,1383.834545551439,-256.6972664676846
HuggingFace,20250206,1127.0373298071884,1383.2100734039186,-256.17274359673024
HuggingFace,20250209,1127.0454099746837,1384.2258425332157,-257.18043255853195
HuggingFace,20250211,1127.0087338068624,1383.920549101504,-256.91181529464166
HuggingFace,20250214,1127.213584548725,1384.63146356482,-257.41787901609496
HuggingFace,20250217,1127.0491883010318,1402.237025188755,-275.1878368877233
HuggingFace,20250221,1127.0737202831824,1403.1097176988503,-276.0359974156679
HuggingFace,20250227,1126.7661705256196,1403.4550352813053,-276.6888647556857
HuggingFace,20250303,1126.9963443863785,1411.5470385735089,-284.5506941871304
HuggingFace,20250311,1126.9413371104197,1406.6043132437896,-279.66297613336997
HuggingFace,20250315,1126.775688475416,1405.9700620095723,-279.1943735341563
HuggingFace,20250317,1126.7052129093502,1406.142956265074,-279.4377433557238
HuggingFace,20250320,1127.0740375239425,1404.0372650160534,-276.96322749211095
HuggingFace,20250325,1127.1218485830084,1443.2684762576891,-316.14662767468076
HuggingFace,20250326,1126.9344589715397,1442.9589925419386,-316.02453357039894
IBM,20241120,1094.9106518039475,1361.3348553306314,-266.42420352668387
IBM,20241121,1094.755847993771,1365.36671090733,-270.6108629135588
IBM,20241122,1094.8041121600734,1365.313326638311,-270.5092144782377
IBM,20241201,1094.2654008441111,1366.0708398859188,-271.80543904180763
IBM,20241205,1094.399416048252,1379.38160842967,-284.9821923814179
IBM,20241210,1094.2848792477412,1376.7849461246587,-282.5000668769176
IBM,20241215,1094.193650913672,1373.5123129166277,-279.31866200295576
IBM,20241218,1094.1188269509155,1372.4524723971635,-278.33364544624806
IBM,20241222,1094.0649472192708,1371.8168354408217,-277.75188822155087
IBM,20241230,1094.01171979955,1373.4593976638484,-279.4476778642984
IBM,20250105,1093.2839160040476,1374.203561220555,-280.91964521650743
IBM,20250115,1141.730303550015,1373.7231773717144,-231.9928738216995
IBM,20250119,1138.6551851244888,1374.2399172343833,-235.5847321098945
IBM,20250121,1138.5225748361554,1380.4142304412765,-241.89165560512106
IBM,20250122,1138.5225748361554,1380.4142304412765,-241.89165560512106
IBM,20250124,1142.2936278109898,1381.797608931306,-239.5039811203162
IBM,20250128,1143.2018135169856,1381.9950998330671,-238.79328631608155
IBM,20250203,1142.7063190738331,1383.5345465690066,-240.82822749517345
IBM,20250205,1142.5936677197485,1383.834545551439,-241.24087783169057
IBM,20250206,1142.5930424085532,1383.2100734039186,-240.61703099536544
IBM,20250209,1142.4403263112113,1384.2258425332157,-241.7855162220044
IBM,20250211,1142.3013568520523,1383.920549101504,-241.61919224945177
IBM,20250214,1142.30565079815,1384.63146356482,-242.32581276666997
IBM,20250217,1142.793914966704,1402.237025188755,-259.443110222051
IBM,20250221,1142.71991636667,1403.1097176988503,-260.38980133218024
IBM,20250227,1142.3205966060532,1403.4550352813053,-261.1344386752521
IBM,20250303,1142.277724324088,1411.5470385735089,-269.26931424942086
IBM,20250311,1142.4438418748769,1406.6043132437896,-264.1604713689128
IBM,20250315,1142.3303191391365,1405.9700620095723,-263.63974287043584
IBM,20250317,1142.4188196539062,1406.142956265074,-263.72413661116775
IBM,20250320,1142.3842915422192,1404.0372650160534,-261.6529734738342
IBM,20250325,1142.407797428754,1443.2684762576891,-300.8606788289351
IBM,20250326,1142.7366821449557,1442.9589925419386,-300.22231039698295
InternLM,20240927,1140.0330186642936,1339.0830729150762,-199.05005425078252
InternLM,20241007,1148.3970814668846,1338.2515483211362,-189.85446685425154
InternLM,20241015,1148.9293654641056,1339.07837805003,-190.14901258592454
InternLM,20241023,1149.8020093357836,1340.2356888916693,-190.43367955588565
InternLM,20241028,1149.6850506541757,1340.1561178918114,-190.47106723763568
InternLM,20241104,1149.7893222385246,1340.1765148323448,-190.38719259382015
InternLM,20241112,1149.6045824989028,1340.1350821631534,-190.53049966425056
InternLM,20241113,1149.428316461781,1344.1632885393035,-194.73497207752257
InternLM,20241120,1149.349981526501,1361.3348553306314,-211.9848738041303
InternLM,20241121,1149.380878412089,1365.36671090733,-215.98583249524086
InternLM,20241122,1149.3668498466009,1365.313326638311,-215.9464767917102
InternLM,20241201,1149.2206103498345,1366.0708398859188,-216.85022953608427
InternLM,20241205,1149.4239658147826,1379.38160842967,-229.9576426148874
InternLM,20241210,1149.2596206554729,1376.7849461246587,-227.52532546918587
InternLM,20241215,1149.2934564145826,1373.5123129166277,-224.21885650204513
InternLM,20241218,1149.2191571682597,1372.4524723971635,-223.23331522890385
InternLM,20241222,1149.2629339211826,1371.8168354408217,-222.5539015196391
InternLM,20241230,1149.2210975486928,1373.4593976638484,-224.23830011515565
InternLM,20250105,1149.187138416808,1374.203561220555,-225.016422803747
InternLM,20250115,1149.035255887242,1373.7231773717144,-224.68792148447233
InternLM,20250119,1149.0374400949397,1374.2399172343833,-225.20247713944354
InternLM,20250121,1149.0323817362128,1380.4142304412765,-231.3818487050637
InternLM,20250122,1149.0323817362128,1380.4142304412765,-231.3818487050637
InternLM,20250124,1148.8941247739367,1381.797608931306,-232.90348415736935
InternLM,20250128,1149.029611148668,1381.9950998330671,-232.96548868439913
InternLM,20250203,1149.00903148924,1383.5345465690066,-234.5255150797666
InternLM,20250205,1149.0481735279,1383.834545551439,-234.78637202353912
InternLM,20250206,1148.968303255567,1383.2100734039186,-234.24177014835163
InternLM,20250209,1149.1415391706346,1384.2258425332157,-235.08430336258107
InternLM,20250211,1149.0597723034955,1383.920549101504,-234.8607767980086
InternLM,20250214,1149.0909921632956,1384.63146356482,-235.54047140152443
InternLM,20250217,1149.1156243644878,1402.237025188755,-253.1214008242673
InternLM,20250221,1149.010183061987,1403.1097176988503,-254.09953463686338
InternLM,20250227,1148.8876678614536,1403.4550352813053,-254.56736741985173
InternLM,20250303,1148.9828253497285,1411.5470385735089,-262.56421322378037
InternLM,20250311,1149.054360944879,1406.6043132437896,-257.54995229891074
InternLM,20250315,1148.9584554204932,1405.9700620095723,-257.01160658907907
InternLM,20250317,1148.8909819438995,1406.142956265074,-257.25197432117443
InternLM,20250320,1149.0210288070484,1404.0372650160534,-255.016236209005
InternLM,20250325,1148.889566186165,1443.2684762576891,-294.37891007152416
InternLM,20250326,1148.8911448579356,1442.9589925419386,-294.067847684003
LMSYS,20230508,1083.21882077821,1274.1856580388371,-190.96683726062702
LMSYS,20230522,1054.369728608854,1224.5665483232208,-170.1968197143667
LMSYS,20230619,1041.0897474330436,1148.811728998083,-107.72198156503941
LMSYS,20230717,1088.1057182628988,1200.7036710873972,-112.5979528244984
LMSYS,20230802,1106.4614545117097,1204.068009755004,-97.60655524329422
LMSYS,20230905,1085.124818959757,1204.068009755004,-118.94319079524689
LMSYS,20231002,1081.1687906262052,1203.747314417359,-122.57852379115366
LMSYS,20231108,1074.209180713548,1137.0639954374349,-62.854814723886875
LMSYS,20231116,1082.8865248003997,1194.612622476018,-111.72609767561835
LMSYS,20231206,1029.6821757363136,1199.9728429409397,-170.29066720462606
LMSYS,20231215,1005.6368173409628,1228.2589125567551,-222.62209521579234
LMSYS,20231220,1027.8169304337846,1224.17800278768,-196.36107235389545
